Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C26,100nF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,154.317198,68.652176,0.0,top
C27,100nF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,154.317198,70.684176,0.0,top
C28,100nF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,154.317198,72.716176,0.0,top
C29,100nF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,151.142198,72.843176,90.0,top
C30,1uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,149.110198,72.843176,-90.0,top
C31,22pF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,34.417,79.502,0.0,top
C32,1uF,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,34.417,81.661,0.0,top
D2,US1M,D_SMA,84.084001,42.858001,0.0,top
D3,US1M,D_SMA,63.913099,42.822175,0.0,top
D4,US1M,D_SMA,125.233099,42.858001,0.0,top
D5,US1M,D_SMA,104.404001,42.858,0.0,top
D6,1N4148W,D_SOD-123,24.003,57.15,180.0,top
