Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
Q2,2N7002,SOT-23,64.76,45.696826,90.0,top
Q3,2N7002,SOT-23,13.198,45.648326,90.0,top
Q4,2N7002,SOT-23,31.74,45.696826,90.0,top
Q5,PNP,TO-252-2,35.415901,26.529827,90.0,top
Q6,NPN,TO-252-2,42.533901,26.529827,90.0,top
Q7,NPN,TO-252-2,26.024999,26.494,90.0,top
Q8,PNP,TO-252-2,18.906999,26.494,90.0,top
Q9,NPN,TO-252-2,75.554999,26.529826,90.0,top
Q10,PNP,TO-252-2,68.436999,26.529826,90.0,top
Q11,NPN,TO-252-2,59.043901,26.529825,90.0,top
Q12,PNP,TO-252-2,51.925901,26.529825,90.0,top
Q13,2N7002,SOT-23,94.412,15.149326,-90.0,top
Q14,2N7002,SOT-23,7.61,39.624,90.0,top
Q15,2N7002,SOT-23,97.846,15.149326,-90.0,top
R3,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,91.557,20.404826,180.0,top
R4,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,91.557,22.309826,180.0,top
R5,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,87.493,40.616826,90.0,top
R12,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,4.054,16.002,-90.0,top
R13,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,83.937,28.170826,0.0,top
R14,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,11.166,14.986,0.0,top
R15,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,10.785,16.891,0.0,top
R16,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,96.764,20.277826,-90.0,top
R18,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,89.398,40.616826,-90.0,top
R19,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,83.9345,36.660826,0.0,top
R20,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,83.937,38.565826,0.0,top
R21,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,45.456,45.696826,-90.0,top
R22,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,61.966,45.823826,-90.0,top
R23,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,6.975,16.891,180.0,top
R24,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,7.737,24.511,90.0,top
R25,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,28.946,45.680826,-90.0,top
R26,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,33.135901,15.783827,-90.0,top
R28,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,24.374,47.474826,180.0,top
R29,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,9.515,44.934826,0.0,top
R31,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,40.868,47.474826,180.0,top
R32,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,37.09,47.474826,0.0,top
R33,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,33.881901,19.085826,0.0,top
R34,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,41.517901,19.085826,0.0,top
R35,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,43.295901,15.783827,-90.0,top
R36,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,41.263901,15.783827,-90.0,top
R37,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,39.231901,15.783827,-90.0,top
R38,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,37.199901,15.783827,-90.0,top
R39,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,35.167901,15.783827,-90.0,top
R40,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,37.707901,19.085826,0.0,top
R41,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,20.564,47.474826,0.0,top
R42,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,17.372999,19.05,0.0,top
R43,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,25.008999,19.05,0.0,top
R44,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,21.198999,19.05,0.0,top
R45,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,26.786999,15.748,-90.0,top
R46,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,24.754999,15.764,-90.0,top
R47,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,22.722999,15.748,-90.0,top
R48,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,20.690999,15.748,-90.0,top
R49,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,18.658999,15.748,-90.0,top
R50,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,16.626999,15.748,-90.0,top
R52,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,73.904,47.474826,180.0,top
R53,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,70.094,47.474826,0.0,top
R54,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,66.902999,19.085826,0.0,top
R55,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,74.538999,19.085826,0.0,top
R56,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,70.728999,19.085826,0.0,top
R57,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,76.316999,15.783826,-90.0,top
R58,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,74.284999,15.783826,-90.0,top
R59,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,72.252999,15.783826,-90.0,top
R60,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,70.220999,15.783826,-90.0,top
R61,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,68.188999,15.783826,-90.0,top
R62,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,66.156999,15.783826,-90.0,top
R64,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,57.394,47.474826,180.0,top
R65,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,53.584,47.474826,0.0,top
R66,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,50.391901,19.085825,0.0,top
R67,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,58.029,19.084726,0.0,top
R68,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,54.219,19.084726,0.0,top
R69,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,59.805901,15.783825,-90.0,top
R70,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,57.773901,15.783825,-90.0,top
R71,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,55.741901,15.783825,-90.0,top
R72,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,53.709901,15.783825,-90.0,top
R73,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,51.677901,15.799825,-90.0,top
R74,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,49.645901,15.783825,-90.0,top
R75,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,15.865,45.569826,-90.0,top
R76,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,99.685,18.626826,0.0,top
R77,4.7,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,83.81,13.800826,-90.0,top
R78,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,95.748,12.168826,0.0,top
R79,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,5.832,24.511,90.0,top
R80,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,9.642,24.511,-90.0,top
R81,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,3.927,24.511,-90.0,top
R82,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,4.054,32.131,-90.0,top
R83,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,5.721,44.934826,0.0,top
R84,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,99.558,12.168826,180.0,top
R85,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,100.574,15.197826,-90.0,top
R86,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,102.479,15.197826,-90.0,top
R87,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,95.494,44.553826,180.0,top
R88,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,91.557,18.499826,180.0,top
R89,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,91.684,44.553826,180.0,top
R90,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,87.874,44.553826,180.0,top
R91,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,94.478,20.277826,90.0,top
R92,470,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,83.048,44.553826,180.0,top
R93,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,5.721,46.966826,0.0,top
R98,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,11.674,33.147,90.0,top
R99,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,7.229,34.798,0.0,top
R101,27K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,11.166,38.227,0.0,top
R103,68K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,10.277,41.148,-90.0,top
R104,10K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,4.943,39.751,-90.0,top
R105,2.2K,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,7.229,36.703,180.0,top
U1,TLP250,DIP-8_W8.89mm_SMDSocket_LongPads,22.469,40.132,-90.0,top
U2,EG8010,LQFP-32_7x7mm_P0.8mm,92.211,33.012826,90.0,top
U4,TLP250,DIP-8_W8.89mm_SMDSocket_LongPads,38.977901,40.132,-90.0,top
U5,TLP250,DIP-8_W8.89mm_SMDSocket_LongPads,71.999,40.167826,-90.0,top
U6,TLP250,DIP-8_W8.89mm_SMDSocket_LongPads,55.487901,40.167826,-90.0,top
U7,7805,TO-252-2,86.102,22.142826,90.0,top
U9,LM358,SOIC-8_3.9x4.9mm_P1.27mm,7.864,30.099,90.0,top
Y1,12Mhz,Crystal_SMD_HC49-SD,100.955,26.627826,-90.0,top
